Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S
1,1,29.44047619047619,0.6931471805599453,0.0,586,4.728088015994874,41,0,0,0
1,3,29.44047619047619,0.0,0.0,288,2.169053700369523,47,0,1,0
0,2,56.0,0.0,0.0,549,2.4423470353692043,47,1,0,1
0,1,28.0,0.6931471805599453,0.0,600,4.420896324687287,47,1,0,0
0,1,42.0,0.6931471805599453,0.0,43,3.970291913552122,47,1,0,1
1,3,29.44047619047619,0.0,0.0,202,2.1076888046179385,47,1,0,0
0,3,21.0,0.0,0.0,514,2.2027647577118348,47,1,0,1
0,3,18.0,1.0986122886681098,0.0,302,2.9444389791664403,47,0,0,1
1,3,14.0,0.6931471805599453,0.0,186,2.5048481563289,47,0,0,0
0,3,40.0,0.6931471805599453,0.0,507,2.348991465808201,47,0,0,1
0,2,27.0,0.6931471805599453,0.0,53,3.091042453358316,47,0,0,1
0,3,29.44047619047619,0.0,0.0,391,2.1855792552411137,47,1,0,0
1,2,4.0,0.6931471805599453,1.0986122886681098,634,3.7513658711253766,47,0,0,0
1,3,19.0,0.0,0.0,282,2.1837114628556327,47,0,1,0
0,3,29.44047619047619,0.0,0.0,617,2.2027647577118348,47,1,0,1
0,3,29.44047619047619,0.6931471805599453,0.0,462,2.803360380906535,47,1,1,0
1,3,29.44047619047619,0.0,0.0,76,2.169053700369523,47,0,1,0
0,3,29.44047619047619,1.0986122886681098,0.0,190,3.1214482048688246,47,1,0,0
0,3,18.0,0.6931471805599453,0.0,377,2.9338568698359038,47,0,0,1
0,3,7.0,1.3862943611198906,0.6931471805599453,249,3.705920919968788,47,1,0,1
0,3,21.0,0.0,0.0,522,2.174751721484161,47,1,0,1
1,1,49.0,0.6931471805599453,0.0,587,4.353230991152628,101,0,0,0
1,2,29.0,0.6931471805599453,0.0,239,3.295836866004329,47,0,0,1
0,1,56.0,0.0,0.6931471805599453,29,4.142804513146981,23,1,0,0
1,1,29.44047619047619,0.0,0.0,94,3.597312260588446,71,1,0,1
1,2,21.0,0.0,0.0,555,2.4423470353692043,47,0,0,1
0,3,28.5,0.0,0.0,215,2.1076888046179385,47,1,0,0
1,2,5.0,0.6931471805599453,1.0986122886681098,561,3.3586377672433594,47,0,0,1
0,3,11.0,1.3862943611198906,1.0986122886681098,566,3.8691155044168695,47,1,0,1
0,3,22.0,0.0,0.0,197,2.1076888046179385,47,1,0,0
1,1,38.0,0.0,0.0,32,4.394449154672439,21,0,0,1
0,1,45.0,0.6931471805599453,0.0,457,4.436455632600354,80,1,0,1
0,3,4.0,1.3862943611198906,1.0986122886681098,337,3.3638415951183864,47,1,0,1
0,1,29.44047619047619,0.0,0.0,601,3.357621598945279,47,1,0,0
1,3,29.44047619047619,0.6931471805599453,0.6931471805599453,189,2.7878344138303452,47,1,0,0
1,2,29.0,0.0,0.0,553,2.4423470353692043,142,0,0,1
0,3,19.0,0.0,0.0,623,2.2146605719425225,47,1,0,1
1,3,17.0,1.3862943611198906,1.0986122886681098,248,2.188856327665703,47,0,0,1
0,3,26.0,1.0986122886681098,0.0,270,2.2682524139135403,47,1,0,1
0,2,32.0,0.0,0.0,557,2.4423470353692043,47,1,0,1
0,3,16.0,1.3862943611198906,1.0986122886681098,566,3.8691155044168695,47,0,0,1
0,2,21.0,0.0,0.0,621,4.310799125385514,47,1,0,1
0,3,26.0,0.6931471805599453,0.0,204,2.737880811060884,47,1,0,0
1,3,32.0,0.0,0.0,80,4.05171190165724,47,1,0,1
0,3,25.0,0.0,0.0,347,2.157559320943788,140,1,0,1
0,3,29.44047619047619,0.0,0.0,355,2.1855792552411137,47,1,0,1
0,3,29.44047619047619,0.0,0.0,473,2.2027647577118348,47,1,0,1
1,2,4.0,0.0,1.0986122886681098,158,3.4011973816621555,47,1,0,1
1,3,30.0,0.0,0.0,432,2.600836116795061,47,0,0,1
0,3,22.0,0.0,0.0,304,2.302585092994046,47,1,0,1
1,3,29.0,0.0,0.0,311,2.3513752571634776,47,1,0,1
1,3,29.44047619047619,0.0,0.0,280,2.1733302571367834,47,0,1,0
0,1,28.0,0.0,0.0,25,3.8732821771117156,47,1,0,1
1,2,17.0,0.0,0.0,637,2.4423470353692043,47,0,0,1
1,3,33.0,1.3862943611198906,0.0,247,2.8243506567983707,47,0,0,1
0,3,16.0,0.6931471805599453,1.0986122886681098,676,3.5660053559634015,47,1,0,1
0,3,29.44047619047619,0.0,0.0,652,2.2027647577118348,47,1,0,1
1,1,23.0,1.3862943611198906,1.0986122886681098,95,4.728088015994874,63,0,0,1
0,3,24.0,0.0,0.0,297,2.2027647577118348,47,1,0,1
0,3,29.0,0.0,0.0,298,2.2027647577118348,47,1,0,1
0,3,20.0,0.0,0.0,341,2.180891922715322,47,1,0,1
0,1,46.0,0.6931471805599453,0.0,678,4.1299529896894684,122,1,0,1
0,3,26.0,0.6931471805599453,1.0986122886681098,548,3.0715352369694915,47,1,0,1
0,3,56.0,0.0,0.0,428,2.1102132003465894,47,1,0,1
0,3,29.44047619047619,0.0,0.0,475,2.2027647577118348,47,1,0,1
0,1,56.0,0.0,0.0,607,3.57386695198272,12,1,0,0
1,1,23.0,0.0,0.6931471805599453,612,4.164465907853638,91,1,0,0
1,2,34.0,0.0,0.6931471805599453,117,3.1780538303479458,47,0,0,1
0,2,34.0,0.6931471805599453,0.0,150,3.295836866004329,47,1,0,1
0,3,28.0,0.0,0.0,384,2.1855792552411137,47,0,0,1
0,3,29.44047619047619,0.0,0.0,361,2.1855792552411137,47,1,0,1
0,1,21.0,0.0,0.6931471805599453,417,4.360387947851531,98,1,0,1
0,3,33.0,0.0,0.0,505,2.267393053825037,47,1,0,1
0,3,37.0,1.0986122886681098,0.0,245,2.188856327665703,47,1,0,1
0,3,28.0,0.0,0.0,354,2.1855792552411137,47,1,0,1
1,3,21.0,0.0,0.0,296,2.157559320943788,47,0,0,1
1,3,29.44047619047619,0.0,0.0,254,2.1719067693519296,47,1,0,1
0,3,38.0,0.0,0.0,388,2.1855792552411137,47,1,0,1
1,3,29.44047619047619,0.6931471805599453,0.0,469,3.224857896545748,47,0,1,0
0,1,47.0,0.0,0.0,2,3.970291913552122,52,1,0,1
0,3,14.5,0.6931471805599453,0.0,193,2.737880811060884,47,0,0,0
0,3,22.0,0.0,0.0,274,2.2027647577118348,47,1,0,1
0,3,20.0,0.6931471805599453,0.0,491,2.3818582738885534,47,0,0,1
0,3,17.0,0.0,0.0,176,2.738146075922933,47,0,0,0
0,3,21.0,0.0,0.0,666,2.188856327665703,47,1,0,1
0,3,56.0,0.0,0.0,460,2.169053700369523,47,1,1,0
0,2,29.0,0.6931471805599453,0.0,53,3.091042453358316,47,1,0,1
0,1,24.0,0.0,0.6931471805599453,585,4.728088015994874,36,1,0,0
0,3,4.0,1.3862943611198906,1.0986122886681098,333,3.4742929367327062,47,0,0,1
0,2,21.0,1.0986122886681098,0.0,621,4.310799125385514,47,1,0,1
0,3,29.44047619047619,0.0,0.0,540,2.2027647577118348,47,1,0,1
0,2,32.5,0.6931471805599453,0.0,132,3.436268471383741,47,1,0,0
1,2,32.5,0.0,0.0,219,2.6390573296152584,116,0,0,1
0,1,54.0,0.0,0.6931471805599453,417,4.360387947851531,98,1,0,1
1,3,12.0,0.6931471805599453,0.0,186,2.5048481563289,47,1,0,0
0,3,29.44047619047619,0.0,0.0,463,2.169053700369523,47,1,1,0
1,3,24.0,0.0,0.0,541,2.1071782966514356,47,1,0,1
1,3,29.44047619047619,0.6931471805599453,0.6931471805599453,196,3.1509523813392697,138,0,0,0
0,3,45.0,0.0,0.0,318,2.1071782966514356,47,1,0,1
0,3,33.0,0.0,0.0,380,2.1855792552411137,47,1,0,0
0,3,20.0,0.0,0.0,640,2.1071782966514356,47,1,0,1
0,3,47.0,0.6931471805599453,0.0,537,2.740840023925201,47,0,0,1
1,2,29.0,0.6931471805599453,0.0,111,3.295836866004329,47,0,0,1
0,2,25.0,0.0,0.0,552,2.6390573296152584,47,1,0,1
0,2,23.0,0.0,0.0,630,2.775447133088262,47,1,0,0
1,1,19.0,0.0,1.0986122886681098,55,3.3062747934011893,107,0,0,1
0,1,37.0,0.6931471805599453,0.0,49,3.9908341858524357,55,1,0,1
0,3,16.0,0.0,0.0,504,2.3240236363515288,47,1,0,1
0,1,24.0,0.0,0.0,592,4.384523514872469,45,1,0,0
0,3,29.44047619047619,0.0,1.0986122886681098,203,2.7878344138303452,47,0,0,0
1,3,22.0,0.0,0.0,332,2.169053700369523,47,0,0,1
1,3,24.0,0.6931471805599453,0.0,668,2.8243506567983707,47,0,0,1
0,3,19.0,0.0,0.0,438,2.1071782966514356,47,1,1,0
0,2,18.0,0.0,0.0,118,2.5257286443082556,47,1,0,1
0,2,19.0,0.6931471805599453,0.6931471805599453,558,3.6309854756950335,47,1,0,1
1,3,27.0,0.0,0.0,405,2.174274334826008,47,1,0,1
0,3,9.0,1.0986122886681098,1.0986122886681098,676,3.5660053559634015,47,0,0,1
0,2,36.5,0.0,1.0986122886681098,113,3.295836866004329,141,1,0,1
0,2,42.0,0.0,0.0,147,2.6390573296152584,47,1,0,1
0,2,51.0,0.0,0.0,622,2.6045398247325453,47,1,0,1
1,1,22.0,0.6931471805599453,0.0,36,4.213607983048918,61,0,0,1
0,3,55.5,0.0,0.0,516,2.2027647577118348,47,1,0,1
0,3,40.5,0.0,1.0986122886681098,538,2.740840023925201,47,1,0,1
0,3,29.44047619047619,0.0,0.0,573,2.1177604059819726,47,1,0,1
0,1,51.0,0.0,0.6931471805599453,595,4.133231886474144,47,1,0,0
1,3,16.0,0.0,0.0,418,2.167143305297764,47,0,1,0
0,3,30.0,0.0,0.0,654,2.2027647577118348,47,1,0,1
0,3,29.44047619047619,0.0,0.0,258,2.2682524139135403,47,1,0,1
0,3,29.44047619047619,1.3862943611198906,1.0986122886681098,568,4.256321678298823,47,1,0,1
0,3,44.0,0.0,0.6931471805599453,470,2.8390784635086144,47,1,0,1
1,2,40.0,0.0,0.0,559,2.8183982582710754,47,0,0,1
0,3,26.0,0.0,0.0,323,2.1719067693519296,47,1,0,1
0,3,17.0,0.0,0.0,265,2.2682524139135403,47,1,0,1
0,3,4.0,1.3862943611198906,0.6931471805599453,249,3.705920919968788,47,1,0,1
1,3,9.0,0.0,1.0986122886681098,423,3.0692150503137943,47,1,0,1
1,1,29.44047619047619,0.0,0.6931471805599453,28,4.02535169073515,123,0,0,1
0,3,45.0,0.6931471805599453,1.0986122886681098,337,3.3638415951183864,47,0,0,1
0,1,29.44047619047619,0.0,0.0,576,3.2930552230424524,47,1,0,1
0,3,28.0,0.0,0.0,80,4.05171190165724,47,1,0,1
0,1,56.0,0.0,0.0,5,3.5409593240373143,18,1,0,1
0,3,4.0,1.3862943611198906,0.6931471805599453,480,3.405355391810819,47,1,1,0
1,3,4.0,0.6931471805599453,0.6931471805599453,344,2.495953738718064,47,0,0,1
0,3,21.0,0.0,0.0,659,2.188856327665703,47,1,0,1
0,1,56.0,0.0,0.0,90,3.4561841799918147,14,1,0,0
0,3,18.0,0.6931471805599453,0.6931471805599453,412,2.180891922715322,47,1,0,1
0,3,29.44047619047619,1.3862943611198906,0.6931471805599453,488,3.275887339030031,47,1,0,1
0,1,50.0,0.0,0.0,593,3.391567832686312,69,0,0,0
0,2,30.0,0.0,0.0,169,2.6390573296152584,47,1,0,1
0,3,36.0,0.0,0.0,574,2.1071782966514356,47,1,0,1
0,3,29.44047619047619,1.3862943611198906,1.0986122886681098,568,4.256321678298823,47,0,0,1
0,2,29.44047619047619,0.0,0.0,629,2.775708849576025,47,1,0,0
0,3,9.0,1.3862943611198906,1.0986122886681098,329,3.4777725458882283,47,1,0,1
1,2,4.0,1.0986122886681098,0.6931471805599453,114,3.6888794541139363,144,1,0,1
1,3,4.0,0.0,1.0986122886681098,271,3.1365805821413706,47,0,0,1
0,1,29.44047619047619,0.0,0.0,34,3.9318256327243257,9,1,0,1
1,3,29.44047619047619,0.6931471805599453,0.0,459,2.803360380906535,47,0,1,0
1,1,45.0,0.0,0.0,11,3.3160025355989236,47,1,0,1
0,3,40.0,0.6931471805599453,0.6931471805599453,435,2.803360380906535,47,1,1,0
0,3,36.0,0.0,0.0,386,2.1855792552411137,47,1,0,1
1,2,32.0,0.0,0.0,122,2.6390573296152584,47,0,0,1
0,2,19.0,0.0,0.0,227,2.6390573296152584,47,1,0,1
1,3,19.0,0.6931471805599453,0.0,406,2.180891922715322,47,0,0,1
1,2,4.0,0.6931471805599453,0.6931471805599453,113,3.295836866004329,141,1,0,1
1,1,44.0,0.0,0.0,604,3.357621598945279,28,0,0,0
1,1,56.0,0.0,0.0,586,4.728088015994874,43,0,0,0
0,3,29.44047619047619,0.0,0.0,452,2.169053700369523,47,1,1,0
0,3,42.0,0.0,0.6931471805599453,494,2.2411563979973974,47,1,0,1
1,3,29.44047619047619,0.0,0.0,461,2.169053700369523,47,0,1,0
0,2,24.0,0.0,0.0,160,2.6390573296152584,47,0,0,1
0,3,28.0,0.0,0.0,306,2.3513752571634776,47,1,0,1
0,3,29.44047619047619,1.3862943611198906,1.0986122886681098,568,4.256321678298823,47,1,0,1
0,3,34.0,0.0,0.0,242,2.1071782966514356,47,1,0,1
0,3,45.5,0.0,0.0,177,2.1071782966514356,47,1,0,0
1,3,18.0,0.0,0.0,530,2.2027647577118348,47,1,0,1
0,3,4.0,0.0,0.6931471805599453,316,2.4390808375825834,145,0,0,1
0,3,32.0,0.6931471805599453,0.0,247,2.8243506567983707,47,1,0,1
1,3,26.0,0.0,0.0,216,2.9850504252071306,47,1,0,0
1,3,16.0,0.0,0.0,445,2.169053700369523,47,0,1,0
1,1,40.0,0.0,0.0,17,3.4657359027997265,8,1,0,0
0,3,24.0,0.0,0.0,642,2.1071782966514356,47,1,0,1
1,2,35.0,0.0,0.0,570,3.091042453358316,47,0,0,1
0,3,22.0,0.0,0.0,526,2.1102132003465894,47,1,0,1
0,2,30.0,0.0,0.0,163,2.6390573296152584,47,1,0,1
0,3,29.44047619047619,0.6931471805599453,0.0,443,2.169053700369523,47,1,1,0
1,1,31.0,0.6931471805599453,0.0,416,4.728088015994874,103,0,0,0
1,3,27.0,0.0,0.0,670,2.188856327665703,47,0,0,1
0,2,42.0,0.6931471805599453,0.0,142,3.332204510175204,47,1,0,1
1,1,32.0,0.0,0.0,63,4.347586575960343,93,0,0,0
0,2,30.0,0.0,0.0,679,2.4423470353692043,47,1,0,1
1,3,16.0,0.0,0.0,653,2.2027647577118348,47,1,0,1
0,2,27.0,0.0,0.0,105,2.6390573296152584,47,1,0,1
0,3,51.0,0.0,0.0,102,2.2027647577118348,47,1,0,1
0,3,29.44047619047619,0.0,0.0,375,2.1855792552411137,47,1,0,1
1,1,38.0,0.6931471805599453,0.0,93,4.51085950651685,87,1,0,1
0,3,22.0,0.0,0.0,615,2.336986519711378,47,1,0,1
1,2,19.0,0.0,0.0,672,2.4423470353692043,47,1,0,1
0,3,20.5,0.0,0.0,525,2.1102132003465894,47,1,0,1
0,2,18.0,0.0,0.0,125,2.6390573296152584,47,1,0,1
0,3,29.44047619047619,1.3862943611198906,0.6931471805599453,488,3.275887339030031,47,0,0,1
1,1,35.0,0.6931471805599453,0.0,457,4.436455632600354,80,0,0,1
0,3,29.0,0.0,0.0,322,2.1719067693519296,47,1,0,1
0,2,56.0,0.0,0.0,128,2.6741486494265287,47,1,0,1
1,3,5.0,1.3862943611198906,1.0986122886681098,329,3.4777725458882283,47,0,0,1
0,2,24.0,0.0,0.0,554,2.4423470353692043,47,1,0,1
0,3,29.44047619047619,0.0,0.0,677,2.145931282948669,47,0,0,1
0,2,44.0,0.6931471805599453,0.0,198,3.295836866004329,47,1,0,1
1,2,8.0,0.0,1.0986122886681098,556,3.305053521109253,47,0,0,1
0,2,19.0,0.0,0.0,231,2.4423470353692043,47,1,0,1
0,2,33.0,0.0,0.0,636,2.5858825671280026,47,1,0,1
0,3,29.44047619047619,0.6931471805599453,0.0,193,2.737880811060884,47,0,0,0
1,3,29.44047619047619,0.6931471805599453,0.0,444,2.803360380906535,47,0,1,0
0,2,29.0,0.0,0.0,674,2.4423470353692043,47,1,0,1
0,3,22.0,0.0,0.0,658,2.1071782966514356,47,1,0,1
0,3,30.0,0.0,0.0,213,2.1071782966514356,47,1,0,0
0,1,44.0,1.0986122886681098,0.0,92,4.51085950651685,78,1,1,0
0,3,25.0,0.0,0.0,325,2.1719067693519296,47,0,0,1
1,2,24.0,0.0,1.0986122886681098,166,2.740840023925201,47,0,0,1
1,1,37.0,0.6931471805599453,0.6931471805599453,54,3.9806942251907276,102,1,0,1
0,2,54.0,0.6931471805599453,0.0,144,3.295836866004329,47,1,0,1
0,3,29.44047619047619,0.0,0.0,422,2.1102132003465894,47,1,0,1
0,3,29.0,0.6931471805599453,0.6931471805599453,316,2.4390808375825834,145,0,0,1
0,1,56.0,0.0,0.0,31,3.3160025355989236,83,1,0,1
0,3,30.0,0.6931471805599453,0.0,536,2.8390784635086144,47,1,0,1
0,3,41.0,0.0,1.0986122886681098,458,3.0545906305603445,47,0,0,1
1,3,29.0,0.0,1.0986122886681098,185,2.7878344138303452,47,0,0,0
1,1,29.44047619047619,0.0,0.0,589,4.384523514872469,47,0,0,0
1,1,30.0,0.0,0.0,0,4.471638793363569,40,0,0,1
1,1,35.0,0.0,0.0,608,4.728088015994874,47,0,0,0
1,2,50.0,0.0,0.6931471805599453,115,3.295836866004329,47,0,0,1
0,3,29.44047619047619,0.0,0.0,482,2.169053700369523,47,1,1,0
1,3,4.0,1.3862943611198906,1.0986122886681098,329,3.4777725458882283,47,1,0,1
0,1,52.0,0.6931471805599453,0.6931471805599453,1,4.390118804571218,134,1,0,1
0,1,40.0,0.0,0.0,16,2.1071782966514356,46,1,0,1
0,3,29.44047619047619,0.0,0.0,478,2.169053700369523,47,0,1,0
0,2,36.0,0.0,0.0,546,2.4423470353692043,47,1,0,1
0,3,16.0,1.3862943611198906,0.6931471805599453,249,3.705920919968788,47,1,0,1
1,3,25.0,0.6931471805599453,0.0,334,2.1719067693519296,47,1,0,1
1,1,56.0,0.0,0.6931471805599453,588,4.728088015994874,57,0,0,1
1,1,35.0,0.0,0.0,613,4.728088015994874,89,0,0,1
0,1,29.44047619047619,0.0,0.0,47,3.4657359027997265,47,1,0,1
1,3,25.0,0.0,0.0,574,2.1071782966514356,47,1,0,1
1,2,41.0,0.0,0.6931471805599453,162,3.0204248861443626,47,0,0,1
0,1,37.0,0.0,0.6931471805599453,594,3.4242626545931514,54,1,0,0
1,3,29.44047619047619,0.0,0.0,465,2.169053700369523,47,0,1,0
1,1,56.0,0.6931471805599453,0.0,71,4.368919865004903,113,0,0,1
0,3,45.0,0.0,0.0,326,2.169053700369523,47,0,0,1
0,2,29.44047619047619,0.0,0.0,135,2.1071782966514356,47,1,0,1
0,3,7.0,1.3862943611198906,0.6931471805599453,480,3.405355391810819,47,1,1,0
1,3,35.0,0.6931471805599453,0.6931471805599453,551,3.056356895370426,47,0,0,1
0,3,56.0,0.0,0.0,290,2.169053700369523,47,1,1,0
0,3,28.0,0.0,0.0,340,2.180891922715322,47,1,0,1
0,3,16.0,0.0,0.0,310,2.3513752571634776,47,1,0,1
1,3,19.0,0.0,0.0,533,2.2027647577118348,47,1,0,1
0,1,29.44047619047619,0.0,0.0,24,3.295836866004329,3,1,0,1
0,3,33.0,0.0,0.0,378,2.2682524139135403,47,1,0,0
1,3,30.0,0.0,0.0,308,2.3513752571634776,47,1,0,1
0,3,22.0,0.0,0.0,353,2.1855792552411137,47,1,0,1
1,2,42.0,0.0,0.0,134,2.6390573296152584,47,1,0,1
1,3,22.0,0.0,0.0,464,2.169053700369523,47,0,1,0
1,1,26.0,0.0,0.0,91,4.380149874661021,47,0,0,1
1,1,19.0,0.6931471805599453,0.0,64,4.5226490762785785,31,0,0,0
0,2,36.0,0.0,0.0,635,2.630088659632498,90,1,0,0
0,3,24.0,0.0,0.0,376,2.2874714551839976,47,0,0,1
0,3,24.0,0.0,0.0,374,2.1855792552411137,47,1,0,1
0,1,29.44047619047619,0.0,0.0,606,3.357621598945279,47,1,0,0
0,3,23.5,0.0,0.0,212,2.1076888046179385,47,1,0,0
0,1,4.0,0.6931471805599453,1.0986122886681098,37,4.728088015994874,62,0,0,1
1,1,29.44047619047619,0.0,0.0,98,3.449987545831587,51,1,0,1
1,1,50.0,0.0,0.6931471805599453,585,4.728088015994874,36,0,0,0
1,3,29.44047619047619,0.0,0.0,513,2.169053700369523,47,0,1,0
1,3,29.44047619047619,1.0986122886681098,0.0,441,3.188416617383492,47,1,1,0
0,3,19.0,0.0,0.0,574,2.1071782966514356,47,1,0,1
1,2,29.44047619047619,0.0,0.0,109,2.5915163848462583,116,0,1,0
0,3,29.44047619047619,0.0,0.0,527,2.2027647577118348,47,1,0,1
1,1,4.0,0.6931471805599453,1.0986122886681098,37,4.728088015994874,62,1,0,1
1,1,29.44047619047619,0.0,0.0,83,4.717456363787216,47,0,0,0
1,1,17.0,0.6931471805599453,0.0,611,4.699570861409576,74,0,0,0
0,2,30.0,0.6931471805599453,0.0,575,3.2188758248682006,47,1,0,0
1,1,30.0,0.0,0.0,584,4.0592215752427645,125,0,0,0
1,1,24.0,0.0,0.0,59,4.432699549165613,72,0,0,0
1,1,18.0,1.0986122886681098,1.0986122886681098,602,4.728088015994874,35,0,0,0
0,2,26.0,0.6931471805599453,0.6931471805599453,167,3.295836866004329,47,0,0,1
0,3,28.0,0.0,0.0,382,2.1855792552411137,47,1,0,1
0,2,43.0,0.6931471805599453,0.6931471805599453,571,3.305053521109253,47,1,0,1
1,3,26.0,0.0,0.0,343,2.180891922715322,47,0,0,1
1,2,24.0,0.6931471805599453,0.0,150,3.295836866004329,47,0,0,1
0,2,54.0,0.0,0.0,232,2.70805020110221,47,1,0,1
1,1,31.0,0.0,1.0986122886681098,453,4.728088015994874,76,0,0,1
1,1,40.0,0.6931471805599453,0.6931471805599453,81,4.728088015994874,124,0,0,0
0,3,22.0,0.0,0.0,524,2.1102132003465894,47,1,0,1
0,3,27.0,0.0,0.0,365,2.1855792552411137,47,1,0,1
1,2,30.0,0.0,0.0,124,2.5915163848462583,47,0,1,0
1,2,22.0,0.6931471805599453,0.6931471805599453,158,3.4011973816621555,47,0,0,1
0,3,29.44047619047619,1.3862943611198906,1.0986122886681098,568,4.256321678298823,47,1,0,1
1,1,36.0,0.0,0.0,613,4.728088015994874,65,0,0,0
0,3,56.0,0.0,0.0,299,2.1071782966514356,47,1,0,1
1,2,36.0,0.0,0.0,229,2.6390573296152584,90,0,0,1
1,3,31.0,0.6931471805599453,0.6931471805599453,423,3.0692150503137943,47,0,0,1
1,1,16.0,0.0,0.6931471805599453,7,4.077184839375167,17,0,0,0
1,3,29.44047619047619,1.0986122886681098,0.0,441,3.188416617383492,47,0,1,0
0,1,45.5,0.0,0.0,20,3.3843902633457743,56,1,0,1
0,1,38.0,0.0,0.6931471805599453,588,4.728088015994874,85,1,0,1
0,3,16.0,1.0986122886681098,0.0,302,2.9444389791664403,47,1,0,1
1,1,29.44047619047619,0.6931471805599453,0.0,605,4.728088015994874,47,0,0,1
0,3,29.44047619047619,0.0,0.0,370,2.1855792552411137,47,1,0,1
0,1,29.0,0.6931471805599453,0.0,36,4.213607983048918,61,1,0,1
1,1,41.0,0.0,0.0,81,4.728088015994874,127,0,0,0
1,3,45.0,0.0,0.0,510,2.2027647577118348,47,1,0,1
0,1,45.0,0.0,0.0,39,3.597312260588446,146,1,0,1
1,2,4.0,0.6931471805599453,0.6931471805599453,113,3.295836866004329,141,1,0,1
1,1,24.0,1.3862943611198906,1.0986122886681098,95,4.728088015994874,63,0,0,1
0,2,28.0,0.0,0.0,159,2.6390573296152584,47,1,0,1
0,2,25.0,0.0,0.0,149,2.6390573296152584,47,1,0,1
0,2,36.0,0.0,0.0,112,2.6390573296152584,47,1,0,1
1,2,24.0,0.0,0.0,157,2.6390573296152584,142,0,0,1
1,2,40.0,0.0,0.0,257,2.6390573296152584,47,0,0,1
1,3,29.44047619047619,0.6931471805599453,0.0,483,2.8390784635086144,47,0,0,1
1,3,4.0,0.6931471805599453,0.6931471805599453,562,2.8273136219290276,47,1,0,1
0,3,42.0,0.0,0.0,262,2.2682524139135403,47,1,0,1
0,3,23.0,0.0,0.0,503,2.3248357019288655,47,1,0,1
0,1,29.44047619047619,0.0,0.0,30,3.58351893845611,59,1,0,1
0,3,15.0,0.6931471805599453,0.6931471805599453,214,2.1076888046179385,47,1,0,0
0,3,25.0,0.6931471805599453,0.0,377,2.9338568698359038,47,1,0,1
0,3,29.44047619047619,0.0,0.0,182,2.1071782966514356,47,1,0,0
0,3,28.0,0.0,0.0,314,2.3513752571634776,47,1,0,1
1,1,22.0,0.0,0.6931471805599453,28,4.02535169073515,123,0,0,1
0,2,38.0,0.0,0.0,131,2.6390573296152584,47,0,0,1
1,3,29.44047619047619,0.0,0.0,279,2.1837114628556327,47,0,1,0
1,3,29.44047619047619,0.0,0.0,285,2.1837114628556327,47,0,1,0
0,3,40.0,0.6931471805599453,1.0986122886681098,337,3.3638415951183864,47,1,0,1
0,2,29.0,0.6931471805599453,0.0,633,3.357621598945279,47,1,0,0
